date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:55:19	63410/63410	---M-Z	200	added ('OK')	text/html	etag:%22f7b2-6229fd3095f3f-gzip%22	https://industry.dexignzone.com/xhtml/index.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/index.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:19	1963/1963	---M--	200	added ('OK')	image/png	etag:%227ab-6229fe1442974%22	https://industry.dexignzone.com/xhtml/images/logo-white-2.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/logo-white-2.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:19	1966/1966	---M--	200	added ('OK')	image/png	etag:%227ae-6229fddea0fd9%22	https://industry.dexignzone.com/xhtml/images/logo-2.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/logo-2.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:20	30079/30079	---M-Z	200	added ('OK')	text/html	etag:%22757f-6229fd507b0fe-gzip%22	https://industry.dexignzone.com/xhtml/services-details.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/services-details.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:20	159285/159285	---M--	200	added ('OK')	image/jpeg	etag:%2226e35-6229feb5fe3d6%22	https://industry.dexignzone.com/xhtml/images/main-slider/slide29.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/main-slider/slide29.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:20	27342/27342	---M--	200	added ('OK')	image/jpeg	etag:%226ace-6229ff29dc95f%22	https://industry.dexignzone.com/xhtml/images/gallery/car/pic1.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/gallery/car/pic1.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:20	40897/40897	---M--	200	added ('OK')	image/jpeg	etag:%229fc1-6229ff29e177f%22	https://industry.dexignzone.com/xhtml/images/gallery/car/pic2.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/gallery/car/pic2.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:21	25407/25407	---M--	200	added ('OK')	image/jpeg	etag:%22633f-6229ff2afcac8%22	https://industry.dexignzone.com/xhtml/images/gallery/car/pic3.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/gallery/car/pic3.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:21	43837/43837	---M--	200	added ('OK')	image/jpeg	etag:%22ab3d-6229ff87c7bed%22	https://industry.dexignzone.com/xhtml/images/our-work/car/pic3.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-work/car/pic3.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:21	48187/48187	---M--	200	added ('OK')	image/jpeg	etag:%22bc3b-6229ff87e028e%22	https://industry.dexignzone.com/xhtml/images/our-work/car/pic4.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-work/car/pic4.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:21	38814/38814	---M-Z	200	added ('OK')	text/html	etag:%22979e-6229fcffd8505-gzip%22	https://industry.dexignzone.com/xhtml/about-1.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/about-1.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:22	1473/1473	---M--	200	added ('OK')	image/png	etag:%225c1-6229ff615fa2e%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-1.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-1.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:22	2933/2933	---M--	200	added ('OK')	image/png	etag:%22b75-6229ff6158cce%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-2.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-2.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:22	2119/2119	---M--	200	added ('OK')	image/png	etag:%22847-6229ff6269437%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-3.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-3.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:23	2169/2169	---M--	200	added ('OK')	image/png	etag:%22879-6229ff6275f57%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-4.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-4.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:23	1845/1845	---M--	200	added ('OK')	image/png	etag:%22735-6229ff637f960%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-5.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-5.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:23	1614/1614	---M--	200	added ('OK')	image/png	etag:%2264e-6229ff6387660%22	https://industry.dexignzone.com/xhtml/images/icon/car/icon-6.png	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/icon/car/icon-6.png	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:23	41457/41457	---M--	200	added ('OK')	image/jpeg	etag:%22a1f1-6229ff86b16c4%22	https://industry.dexignzone.com/xhtml/images/our-work/car/pic1.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-work/car/pic1.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:24	41443/41443	---M-Z	200	added ('OK')	text/html	etag:%22a1e3-6229fd09cb359-gzip%22	https://industry.dexignzone.com/xhtml/blog-single.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/blog-single.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:24	32571/32571	---M--	200	added ('OK')	image/jpeg	etag:%227f3b-6229ff8699fc3%22	https://industry.dexignzone.com/xhtml/images/our-work/car/pic2.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-work/car/pic2.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:25	35216/35216	---M-Z	200	added ('OK')	text/html	etag:%228990-6229fd7b657a4-gzip%22	https://industry.dexignzone.com/xhtml/team-1.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/team-1.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:25	104545/104545	---M--	200	added ('OK')	image/jpeg	etag:%2219861-6229fe3993666%22	https://industry.dexignzone.com/xhtml/images/background/bg19.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/background/bg19.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:25	56485/56485	---M--	200	added ('OK')	image/jpeg	etag:%22dca5-6229ff7d46456%22	https://industry.dexignzone.com/xhtml/images/our-team/car/pic1.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-team/car/pic1.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:25	36737/36737	---M--	200	added ('OK')	image/jpeg	etag:%228f81-6229ff7d41635%22	https://industry.dexignzone.com/xhtml/images/our-team/car/pic2.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-team/car/pic2.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:25	50384/50384	---M--	200	added ('OK')	image/jpeg	etag:%22c4d0-6229ff7e7119f%22	https://industry.dexignzone.com/xhtml/images/our-team/car/pic3.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-team/car/pic3.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:26	61237/61237	---M--	200	added ('OK')	image/jpeg	etag:%22ef35-6229ff7e7cd20%22	https://industry.dexignzone.com/xhtml/images/our-team/car/pic4.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/our-team/car/pic4.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:26	9580/9580	---M--	200	added ('OK')	image/jpeg	etag:%22256c-6229feff1553b%22	https://industry.dexignzone.com/xhtml/images/testimonials/pic1.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/testimonials/pic1.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:26	11463/11463	---M--	200	added ('OK')	image/jpeg	etag:%222cc7-6229feff1459b%22	https://industry.dexignzone.com/xhtml/images/testimonials/pic2.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/testimonials/pic2.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:26	6140/6140	---M--	200	added ('OK')	image/jpeg	etag:%2217fc-6229ff003a4c5%22	https://industry.dexignzone.com/xhtml/images/testimonials/pic3.jpg	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/images/testimonials/pic3.jpg	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:27	32598/32598	---M-Z	200	added ('OK')	text/html	etag:%227f56-6229fd0d23a95-gzip%22	https://industry.dexignzone.com/xhtml/contact-3.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/contact-3.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:27	33882/33882	---M-Z	200	added ('OK')	text/html	etag:%22845a-6229fd021e598-gzip%22	https://industry.dexignzone.com/xhtml/blog-grid-2.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/blog-grid-2.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:27	44895/44895	---M-Z	200	added ('OK')	text/html	etag:%22af5f-6229fd380067e-gzip%22	https://industry.dexignzone.com/xhtml/services-1.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/services-1.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:27	29295/29295	---M-Z	200	added ('OK')	text/html	etag:%22726f-6229fd36c8e14-gzip%22	https://industry.dexignzone.com/xhtml/privacy-policy.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/privacy-policy.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:28	30448/30448	---M-Z	200	added ('OK')	text/html	etag:%2276f0-6229fd31d838a-gzip%22	https://industry.dexignzone.com/xhtml/portfolio-details.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/portfolio-details.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:28	31742/31742	---M-Z	200	added ('OK')	text/html	etag:%227bfe-6229fd1fc9232-gzip%22	https://industry.dexignzone.com/xhtml/help-desk.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/help-desk.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:28	41715/41715	---M-Z	200	added ('OK')	text/html	etag:%22a2f3-6229fd5d1e708-gzip%22	https://industry.dexignzone.com/xhtml/shop.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/shop.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:29	31287/31287	---M-Z	200	added ('OK')	text/html	etag:%227a37-6229fd0bf2f8b-gzip%22	https://industry.dexignzone.com/xhtml/contact-1.html	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/contact-1.html	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:29	87533/87533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ed-61d6104edf200-gzip%22	https://industry.dexignzone.com/xhtml/js/jquery.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/js/jquery.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:29	8427/8427	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220eb-56e9b03c85480-gzip%22	https://industry.dexignzone.com/xhtml/plugins/wow/wow.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/wow/wow.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:30	80721/80721	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b51-611d623f20100-gzip%22	https://industry.dexignzone.com/xhtml/plugins/bootstrap/js/bootstrap.bundle.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/bootstrap/js/bootstrap.bundle.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:30	57696/57696	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e160-5d2283ed19280-gzip%22	https://industry.dexignzone.com/xhtml/plugins/bootstrap-select/bootstrap-select.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/bootstrap-select/bootstrap-select.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:30	9071/9071	---M-Z	200	added ('OK')	application/x-javascript	etag:%22236f-571fbb91d7a00-gzip%22	https://industry.dexignzone.com/xhtml/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:31	20345/20345	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f79-5c69a8d926c80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/magnific-popup/magnific-popup.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/magnific-popup/magnific-popup.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:31	8835/8835	---M-Z	200	added ('OK')	application/x-javascript	etag:%222283-57fd0f7de0100-gzip%22	https://industry.dexignzone.com/xhtml/plugins/counter/waypoints-min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/counter/waypoints-min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:31	2182/2182	---M-Z	200	added ('OK')	application/x-javascript	etag:%22886-5800a911a4700-gzip%22	https://industry.dexignzone.com/xhtml/plugins/counter/counterup.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/counter/counterup.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:32	6900/6900	---M-Z	200	added ('OK')	application/x-javascript	etag:%221af4-5474277ddee00-gzip%22	https://industry.dexignzone.com/xhtml/plugins/imagesloaded/imagesloaded.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/imagesloaded/imagesloaded.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:32	25490/25490	---M-Z	200	added ('OK')	application/x-javascript	etag:%226392-56e9b0fb41680-gzip%22	https://industry.dexignzone.com/xhtml/plugins/masonry/masonry-3.1.4.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/masonry/masonry-3.1.4.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:32	482/482	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e2-54441eeb5ad00-gzip%22	https://industry.dexignzone.com/xhtml/plugins/masonry/masonry.filter.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/masonry/masonry.filter.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:33	89992/89992	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f88-61d618fb06800-gzip%22	https://industry.dexignzone.com/xhtml/plugins/owl-carousel/owl.carousel.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/owl-carousel/owl.carousel.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:33	49799/49799	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c287-5823bbbdc1f80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/lightgallery/js/lightgallery-all.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/lightgallery/js/lightgallery-all.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:33	45479/45479	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b1a7-56e9b03c85480-gzip%22	https://industry.dexignzone.com/xhtml/plugins/scroll/scrollbar.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/scroll/scrollbar.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:33	31711/31711	---M-Z	200	added ('OK')	application/x-javascript	etag:%227bdf-61f1a66a58c00-gzip%22	https://industry.dexignzone.com/xhtml/js/custom.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/js/custom.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:34	22073/22073	---M-Z	200	added ('OK')	application/x-javascript	etag:%225639-5d474ca7c6c80-gzip%22	https://industry.dexignzone.com/xhtml/js/dz.carousel.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/js/dz.carousel.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:34	2211/2211	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a3-54714d0f21f80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/countdown/jquery.countdown.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/countdown/jquery.countdown.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:34	4625/4625	---M-Z	200	added ('OK')	application/x-javascript	etag:%221211-5a1ea19debc00-gzip%22	https://industry.dexignzone.com/xhtml/js/dz.ajax.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/js/dz.ajax.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:35	49210/49210	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c03a-56e9b034e4280-gzip%22	https://industry.dexignzone.com/xhtml/plugins/rangeslider/rangeslider.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/rangeslider/rangeslider.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:35	24440/24440	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f78-5d47439e29a00-gzip%22	https://industry.dexignzone.com/xhtml/plugins/switcher/switcher.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/switcher/switcher.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:35	5023/5023	---M-Z	200	added ('OK')	application/x-javascript	etag:%22139f-5a1ea18cc1380-gzip%22	https://industry.dexignzone.com/xhtml/js/jquery.lazy.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/js/jquery.lazy.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:36	110564/110564	---M-Z	200	added ('OK')	application/x-javascript	etag:%221afe4-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:36	64995/64995	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fde3-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:36	8331/8331	---M-Z	200	added ('OK')	application/x-javascript	etag:%22208b-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.actions.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.actions.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:37	7607/7607	---M-Z	200	added ('OK')	application/x-javascript	etag:%221db7-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.carousel.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:37	3756/3756	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eac-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:37	55811/55811	---M-Z	200	added ('OK')	application/x-javascript	etag:%22da03-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:37	26105/26105	---M-Z	200	added ('OK')	application/x-javascript	etag:%2265f9-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:38	10933/10933	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ab5-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.parallax.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
12:55:38	29072/29072	---M-Z	200	added ('OK')	application/x-javascript	etag:%227190-56e8772d8bb80-gzip%22	https://industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Users/DESMOND%20DANGYANG%20NGA/Documents/ind/industry.dexignzone.com/xhtml/plugins/revolution/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://industry.dexignzone.com/xhtml/index-14.html)
